57,Laptop_57,9215927,633,1.5
58,Laptop_58,47273573,625,1.2
59,Laptop_59,40753345,953,2.1
60,Laptop_60,27874174,470,1.3
61,Laptop_61,46015686,862,2
62,Laptop_62,28181313,355,3.8
63,Laptop_63,35978877,604,3.2
64,Laptop_64,10539313,941,2.6
65,Laptop_65,9360189,796,3.8
66,Laptop_66,11051023,600,2.9
67,Laptop_67,10173017,656,2.9
68,Laptop_68,31738896,302,2.5
69,Laptop_69,46231067,647,3.9
70,Laptop_70,15164592,980,1.6
71,Laptop_71,22912742,802,4.5
72,Laptop_72,15151734,65,2.4
73,Laptop_73,22312849,279,4.9
74,Laptop_74,47201964,683,4.6
75,Laptop_75,32195927,690,3.7
76,Laptop_76,32944964,443,1.8
77,Laptop_77,6568487,355,2.2
78,Laptop_78,9113048,362,3
79,Laptop_79,21906657,500,1.7
80,Laptop_80,19311976,797,1.8
81,Laptop_81,26479386,114,4.9
82,Laptop_82,25090075,840,2.6
83,Laptop_83,12650602,84,2.5
84,Laptop_84,47569862,18,1.4
85,Laptop_85,27656404,113,1.3
86,Laptop_86,13702085,334,4.3
87,Laptop_87,25756290,398,2
88,Laptop_88,23376682,719,4.3
89,Laptop_89,36265851,768,3.5
90,Laptop_90,33607097,885,3.9
91,Laptop_91,19005296,647,2.8
92,Laptop_92,20306048,233,3.1
93,Laptop_93,22737591,450,1.9
94,Laptop_94,39947711,694,4.8
95,Laptop_95,49216147,403,3.5
96,Laptop_96,11265453,494,4.6
97,Laptop_97,15653623,311,4.6
98,Laptop_98,42452633,245,3.8
99,Laptop_99,22882754,784,2.3
100,Laptop_100,30077683,132,2.2
101,Laptop_101,12508599,515,4.7
102,Laptop_102,13514297,285,2.1
103,Laptop_103,10858828,663,4.4
104,Laptop_104,37950727,491,2.5
105,Laptop_105,7931437,692,3.9
106,Laptop_106,8766488,201,3.6
107,Laptop_107,40979999,977,3
108,Laptop_108,26693378,19,3
109,Laptop_109,41309269,359,4.1
110,Laptop_110,19619134,383,4
111,Laptop_111,7891211,516,2.2
112,Laptop_112,25306962,798,1.2
113,Laptop_113,45752769,51,1.1
114,Laptop_114,11663085,564,4.9
115,Laptop_115,5093395,915,2.1
116,Laptop_116,6920505,743,1.2
117,Laptop_117,29849104,58,3.9
118,Laptop_118,39439934,299,2.9
119,Laptop_119,42375966,615,1.3
120,Laptop_120,32678032,502,4
121,Laptop_121,42660544,358,1.8
122,Laptop_122,22033486,426,5
123,Laptop_123,29480604,965,5
124,Laptop_124,22846341,485,2
125,Laptop_125,25531798,745,1.3
126,Laptop_126,47642406,45,1.1
127,Laptop_127,29057943,420,4.3
128,Laptop_128,11004499,374,4.7
129,Laptop_129,24969511,648,1.4
130,Laptop_130,17015809,894,2.6
131,Laptop_131,43034741,174,3.7
132,Laptop_132,6791333,118,4.8
133,Laptop_133,10600654,69,2.4
134,Laptop_134,29913488,366,3.4
135,Laptop_135,37900795,795,1.2
136,Laptop_136,35298583,549,3.9
137,Laptop_137,18305572,253,1.7
138,Laptop_138,30506445,549,4.5
139,Laptop_139,6705598,675,2.9
140,Laptop_140,26892260,623,1.6
141,Laptop_141,39074759,989,2.7
142,Laptop_142,25057795,365,4.9
143,Laptop_143,15500931,808,2.4
144,Laptop_144,14823349,750,2.4
145,Laptop_145,11924368,431,1.8
146,Laptop_146,11315592,104,1.3
147,Laptop_147,7970315,761,2.7
148,Laptop_148,19323341,395,2
149,Laptop_149,42637686,534,3.2
150,Laptop_150,40099699,425,3.1
151,Laptop_151,49578637,890,2.9
152,Laptop_152,47295364,808,2.3
153,Laptop_153,47387607,312,3.8
154,Laptop_154,47979434,920,3.2
155,Laptop_155,40566781,452,4.1
156,Laptop_156,13248387,876,1.1
157,Laptop_157,49726397,406,1.5
158,Laptop_158,45278153,784,2.1
159,Laptop_159,20529305,27,1.4
160,Laptop_160,40070304,999,3.6
161,Laptop_161,8528258,177,2.8
162,Laptop_162,10202177,440,1.3
163,Laptop_163,7301294,642,1.8
164,Laptop_164,32224052,676,1.2
165,Laptop_165,18404450,562,3
166,Laptop_166,6736292,632,1.3
167,Laptop_167,31268847,115,3.6
168,Laptop_168,32691930,939,2.2
169,Laptop_169,6717514,689,1.8
170,Laptop_170,33802677,799,3.2
171,Laptop_171,46623226,180,1.5
172,Laptop_172,38963577,582,4.8
173,Laptop_173,6896334,59,2
174,Laptop_174,11295733,963,4.7
175,Laptop_175,30345636,96,4.4
176,Laptop_176,37407356,511,2.8
177,Laptop_177,44369631,485,3.7
178,Laptop_178,35156644,130,2.5
179,Laptop_179,44157891,202,1.5
180,Laptop_180,28787339,889,1.3
181,Laptop_181,14537398,448,3.1
182,Laptop_182,18774885,648,1
183,Laptop_183,28698041,926,1.6
184,Laptop_184,39394471,558,2.4
185,Laptop_185,19174214,291,1.2
186,Laptop_186,41601019,241,2
187,Laptop_187,37197191,218,4.8
188,Laptop_188,40767846,940,2.7
189,Laptop_189,34772631,157,4.5
190,Laptop_190,30659206,434,1.4
191,Laptop_191,45728290,204,3.4
192,Laptop_192,34762036,766,2.2
193,Laptop_193,38970170,234,1.1
194,Laptop_194,22433189,995,2
195,Laptop_195,38089165,398,4.3
196,Laptop_196,5654387,724,4.8
197,Laptop_197,31731143,202,4.5
198,Laptop_198,45717117,617,2.4
199,Laptop_199,47637120,357,1.4
200,Laptop_200,34538429,764,3.8
201,Laptop_201,10156390,761,1.3
202,Laptop_202,46427129,498,4.3
203,Laptop_203,18598514,286,3.8
204,Laptop_204,17917281,171,4.5
205,Laptop_205,45733028,999,3.8
206,Laptop_206,49879410,368,1.7
207,Laptop_207,5700409,196,1.7
208,Laptop_208,31961874,222,2.3
209,Laptop_209,49373448,460,4.5
210,Laptop_210,7694602,418,2.4
211,Laptop_211,37106835,40,3.7
212,Laptop_212,33995585,911,3.7
213,Laptop_213,24076755,379,3.9
214,Laptop_214,40965147,913,1.4
215,Laptop_215,33131869,519,2.9
216,Laptop_216,41115189,33,4.8
217,Laptop_217,12351780,815,4.6
218,Laptop_218,45243695,531,4.3
219,Laptop_219,9776218,286,4.4
220,Laptop_220,49512231,77,2.5
221,Laptop_221,8259610,122,4
222,Laptop_222,15943564,786,2.6
223,Laptop_223,43426181,913,3.5
224,Laptop_224,25167644,518,2
225,Laptop_225,38985308,676,2.2
226,Laptop_226,17078050,447,2.9
227,Laptop_227,42360767,198,2.6
228,Laptop_228,32238599,981,2.5
229,Laptop_229,34949594,315,3.3
230,Laptop_230,8125136,800,3.4
231,Laptop_231,35796910,120,4.1
232,Laptop_232,13997532,797,3.4
233,Laptop_233,27526733,393,4.4
234,Laptop_234,28736516,229,3.4
235,Laptop_235,14543710,411,1.5
236,Laptop_236,29739490,630,3.7
237,Laptop_237,30784504,828,4.7
238,Laptop_238,45176532,85,3.4
239,Laptop_239,34890412,135,1.9
240,Laptop_240,10780671,515,3.9
241,Laptop_241,21617598,442,3.9
242,Laptop_242,11337399,593,3.6
243,Laptop_243,26108525,458,4.1
244,Laptop_244,21825845,74,4.8
245,Laptop_245,7233325,596,4
246,Laptop_246,31742369,423,2.5
247,Laptop_247,33339261,52,1.7
248,Laptop_248,26820852,425,3.1
249,Laptop_249,10067974,61,1.5
250,Laptop_250,10988788,605,4.6
251,Laptop_251,37054395,943,1.1
252,Laptop_252,32215314,559,2.8
253,Laptop_253,10780377,967,2.6
254,Laptop_254,19932134,12,3.1
255,Laptop_255,43831943,409,1.3
256,Laptop_256,26743981,831,1.1
257,Laptop_257,31942118,842,1.1
258,Laptop_258,19429767,786,4.4
259,Laptop_259,5765625,258,2.6
260,Laptop_260,29221533,786,3.6
261,Laptop_261,33103399,997,4.1
262,Laptop_262,45539116,285,3.6
263,Laptop_263,32874842,458,3.2
264,Laptop_264,44837620,958,4.5
265,Laptop_265,48083298,545,1.2
266,Laptop_266,31005119,628,1.9
267,Laptop_267,39456773,290,4.5
268,Laptop_268,17114005,246,2.7
269,Laptop_269,13953712,722,1.6
270,Laptop_270,16233914,239,2.4
271,Laptop_271,44636712,929,4.1
272,Laptop_272,40590837,613,2.5
273,Laptop_273,21469809,539,3.9
274,Laptop_274,34972119,567,5
275,Laptop_275,28437902,368,1.9
276,Laptop_276,38995813,582,4.9
277,Laptop_277,25911363,626,4.1
278,Laptop_278,13610911,6,2.9
279,Laptop_279,41021072,841,1.6
280,Laptop_280,19984503,933,1.2
281,Laptop_281,24678152,485,2.9
282,Laptop_282,48369930,422,1.2
283,Laptop_283,13888566,987,3.3
284,Laptop_284,33936257,292,4.4
285,Laptop_285,16745922,949,3.7
286,Laptop_286,38633144,63,2.4
287,Laptop_287,23822386,946,4.6
288,Laptop_288,40111222,947,2.7
289,Laptop_289,17463947,200,1.3
290,Laptop_290,39581938,789,3.7
291,Laptop_291,33914313,233,4.1
292,Laptop_292,31203707,127,2.5
293,Laptop_293,33082512,785,3.4
294,Laptop_294,33133839,981,1.9
295,Laptop_295,45301040,687,2.3
296,Laptop_296,48995655,983,1.2
297,Laptop_297,24542576,194,1.6
298,Laptop_298,21056710,482,3.7
299,Laptop_299,14270174,572,3
300,Laptop_300,47528584,125,4.3
301,Laptop_301,38867975,83,2.9
302,Laptop_302,18455140,382,3.4
303,Laptop_303,23575034,811,3.9
304,Laptop_304,29681028,372,3.3
305,Laptop_305,40705288,671,2.9
306,Laptop_306,10740410,797,3.3
307,Laptop_307,18835899,378,3.7
308,Laptop_308,46200750,648,4.3
309,Laptop_309,22610601,441,1
310,Laptop_310,46113817,63,3.8
311,Laptop_311,41357805,896,4.8
312,Laptop_312,27525399,123,2.2
313,Laptop_313,47696677,890,1.7
314,Laptop_314,48983716,420,1.2
315,Laptop_315,46964183,267,1.4
316,Laptop_316,45880128,585,1.4
317,Laptop_317,11728707,404,1.5
318,Laptop_318,44029659,362,3.4
319,Laptop_319,9718059,577,1.8
320,Laptop_320,23553331,405,4.5
321,Laptop_321,15656613,561,3.9
322,Laptop_322,45073193,781,1.3
323,Laptop_323,40909992,339,4
324,Laptop_324,48077072,584,4.6
325,Laptop_325,8710495,883,1.3
326,Laptop_326,28920377,409,4.1
327,Laptop_327,46350708,597,3.1
328,Laptop_328,15235644,142,3.4
329,Laptop_329,35111670,657,2.2
330,Laptop_330,42007416,771,4.7
331,Laptop_331,15510105,593,2.8
332,Laptop_332,38925153,570,4.4
333,Laptop_333,40518918,857,3.9
334,Laptop_334,12040143,915,1.8
335,Laptop_335,15667912,783,2.6
336,Laptop_336,46754089,103,4.1
337,Laptop_337,38477748,738,1.8
338,Laptop_338,15371554,449,2.7
339,Laptop_339,32021426,856,1.5
340,Laptop_340,30310315,673,1.6
341,Laptop_341,43693203,489,4.7
342,Laptop_342,6567318,533,4.8
343,Laptop_343,9676854,729,3.3
344,Laptop_344,22529722,664,4
345,Laptop_345,46545839,644,4
346,Laptop_346,7164482,254,4.8
347,Laptop_347,32945237,140,2.3
348,Laptop_348,44246538,486,2.9
349,Laptop_349,13419400,828,2.7
350,Laptop_350,31283761,808,4.8
351,Laptop_351,21273254,630,3
352,Laptop_352,16750914,233,4.9
353,Laptop_353,29412777,475,4.4
354,Laptop_354,5671466,494,2.6
355,Laptop_355,34236042,392,4.3
356,Laptop_356,11810489,38,4.5
357,Laptop_357,33401837,441,3.7
358,Laptop_358,31321588,792,4.9
359,Laptop_359,21754733,726,2.8
360,Laptop_360,49790738,784,1.5
361,Laptop_361,9113303,801,2.3
362,Laptop_362,44385953,532,1.1
363,Laptop_363,34712581,242,2.7
364,Laptop_364,20381720,194,1.1
365,Laptop_365,31990181,783,4.1
366,Laptop_366,37049350,417,2
367,Laptop_367,24801088,163,2.6
368,Laptop_368,45655076,755,2.9
369,Laptop_369,18570009,149,3.9
370,Laptop_370,44375283,249,2.6
371,Laptop_371,45780141,676,2.4
372,Laptop_372,23228659,199,2.9
373,Laptop_373,44717441,543,3.2
374,Laptop_374,45486761,960,4.7
375,Laptop_375,10234535,865,3.2
376,Laptop_376,24006911,294,3.5
377,Laptop_377,9744279,662,2.1
378,Laptop_378,17077259,148,4.2
379,Laptop_379,33880830,429,3.7
380,Laptop_380,37662590,67,1.4
381,Laptop_381,18647966,847,1.2
382,Laptop_382,31369736,302,4.4
383,Laptop_383,38402069,543,2.3
384,Laptop_384,24831898,405,1.6
385,Laptop_385,10916619,167,3.2
386,Laptop_386,41512225,910,5
387,Laptop_387,36545941,793,1.7
388,Laptop_388,48638020,676,2.3
389,Laptop_389,25382302,907,1.8
390,Laptop_390,44511126,924,3.5
391,Laptop_391,5460351,687,2.1
392,Laptop_392,12380726,455,4.1
393,Laptop_393,24201263,688,3.4
394,Laptop_394,9092026,622,3.3
395,Laptop_395,40085215,920,4.3
396,Laptop_396,26819394,758,2.6
397,Laptop_397,6731840,286,1.6
398,Laptop_398,32183981,849,1.8
399,Laptop_399,29632450,18,4.8
400,Laptop_400,33165798,389,4.7
401,Laptop_401,30465430,979,4.4
402,Laptop_402,34826134,879,2.8
403,Laptop_403,18648286,284,3.1
404,Laptop_404,47939962,672,3.5
405,Laptop_405,8772775,168,2.6
406,Laptop_406,14932922,652,2
407,Laptop_407,18937634,966,3.5
408,Laptop_408,21424018,630,3.2
409,Laptop_409,49814234,636,3.3
410,Laptop_410,26599355,661,3.8
411,Laptop_411,37763552,154,4.6
412,Laptop_412,41525735,557,1.4
413,Laptop_413,12147494,342,2.1
414,Laptop_414,16409650,536,4.1
415,Laptop_415,12432333,510,4.3
416,Laptop_416,9981193,169,2.9
417,Laptop_417,45973771,894,2.5
418,Laptop_418,38055399,556,4.3
419,Laptop_419,32106175,205,3.2
420,Laptop_420,12097728,847,3.8
421,Laptop_421,46406991,11,3.4
422,Laptop_422,19812303,194,4.1
423,Laptop_423,16289429,410,1.9
424,Laptop_424,22671611,317,4.7
425,Laptop_425,11010747,982,3.1
426,Laptop_426,48952811,528,1.7
427,Laptop_427,42963412,326,3
428,Laptop_428,49665377,556,1.3
429,Laptop_429,5897213,728,4.5
430,Laptop_430,29006296,242,1.2
431,Laptop_431,10292161,227,3.6
432,Laptop_432,12408919,828,2.1
433,Laptop_433,37784590,833,2.3
434,Laptop_434,42887032,504,1.6
435,Laptop_435,41454933,726,1.9
436,Laptop_436,46440233,204,2.2
437,Laptop_437,6341148,342,3.1
438,Laptop_438,37520741,33,2.5
439,Laptop_439,22263288,140,3.7
440,Laptop_440,25698711,848,5
441,Laptop_441,15047347,943,3
442,Laptop_442,32727020,621,2.1
443,Laptop_443,14590756,86,1.4
444,Laptop_444,29375978,9,4.6
445,Laptop_445,37013586,988,4.5
446,Laptop_446,48735369,794,2.9
447,Laptop_447,19092072,608,2.5
448,Laptop_448,26078021,352,4.4
449,Laptop_449,38507424,298,1.8
450,Laptop_450,35282392,488,2.7
451,Laptop_451,28321957,525,1.3
452,Laptop_452,22832153,662,4.3
453,Laptop_453,12917951,771,1.5
454,Laptop_454,17139904,557,2.6
455,Laptop_455,6361574,323,4.3
456,Laptop_456,18188360,570,1.7
457,Laptop_457,12072700,608,4.8
458,Laptop_458,29618184,739,4.9
459,Laptop_459,46811795,917,1.5
460,Laptop_460,22149846,558,3.7
461,Laptop_461,15076643,8,2.4
462,Laptop_462,24306899,445,4.9
463,Laptop_463,9133042,262,2.7
464,Laptop_464,19798830,637,3.1
465,Laptop_465,12792530,78,3.5
466,Laptop_466,43849160,248,1.4
467,Laptop_467,30612711,11,4.3
468,Laptop_468,24870049,762,2
469,Laptop_469,45193238,720,3.5
470,Laptop_470,41411440,245,2.1
471,Laptop_471,37284557,329,2.1
472,Laptop_472,14031717,604,4.2
473,Laptop_473,15439151,60,2.2
474,Laptop_474,7354337,458,1.7
475,Laptop_475,43908726,488,4.9
476,Laptop_476,9877462,69,4.9
477,Laptop_477,37444023,291,1.2
478,Laptop_478,43192348,329,3.5
479,Laptop_479,36371440,108,3
480,Laptop_480,17820824,723,2.3
481,Laptop_481,5281788,666,2.3
482,Laptop_482,34699192,675,1.2
483,Laptop_483,27380661,433,3.7
484,Laptop_484,18747454,943,1.1
485,Laptop_485,29496382,900,4.7
486,Laptop_486,18616103,517,2.9
487,Laptop_487,45654598,322,3.4
488,Laptop_488,16453618,43,2.4
489,Laptop_489,15695916,333,2
490,Laptop_490,42596365,795,4.2
491,Laptop_491,27242388,804,2.7
492,Laptop_492,16104254,234,3
493,Laptop_493,37584092,768,2.5
494,Laptop_494,24729959,273,2.5
495,Laptop_495,16474338,77,3
496,Laptop_496,49118569,451,4.1
497,Laptop_497,36744120,63,3.4
498,Laptop_498,6161925,379,3.3
499,Laptop_499,8322542,401,4.8
500,Laptop_500,35656260,918,2.6
501,Laptop_501,5106043,10,2.4
502,Laptop_502,46780935,61,2
503,Laptop_503,40973429,810,2.3
504,Laptop_504,16734342,919,2
505,Laptop_505,43804465,606,4.9
506,Laptop_506,23836003,346,1.8
507,Laptop_507,49726545,126,4.7
508,Laptop_508,26214824,870,4.4
509,Laptop_509,22491166,573,3.6
510,Laptop_510,26168396,459,2.6
511,Laptop_511,37020604,425,2.3
512,Laptop_512,13872967,557,3
513,Laptop_513,25953197,554,1.9
514,Laptop_514,28518388,530,3
515,Laptop_515,47316292,324,4.9
516,Laptop_516,28399972,294,4.8
517,Laptop_517,46123472,125,1.6
518,Laptop_518,23579905,538,1.1
519,Laptop_519,25151753,476,2.7
520,Laptop_520,36268069,641,2
521,Laptop_521,36667486,209,2.9
522,Laptop_522,18144689,750,4.9
523,Laptop_523,48473050,409,2
524,Laptop_524,11712149,461,3.4
525,Laptop_525,8522796,849,2.8
526,Laptop_526,47637037,534,1.8
527,Laptop_527,37700887,99,3
528,Laptop_528,26089651,662,1.5
529,Laptop_529,13576848,380,1
530,Laptop_530,49391849,89,4.6
531,Laptop_531,14359431,619,4.4
532,Laptop_532,41685280,117,2.7
533,Laptop_533,28368780,736,2.7
534,Laptop_534,13371696,413,3
535,Laptop_535,23075504,810,4.5
536,Laptop_536,40358037,122,3.9
537,Laptop_537,41481444,843,1.3
538,Laptop_538,8588254,868,3
539,Laptop_539,48010023,456,3.3
540,Laptop_540,41666078,811,4.9
541,Laptop_541,10445560,682,4.5
542,Laptop_542,27617980,220,2.4
543,Laptop_543,23393965,55,2.4
544,Laptop_544,41950078,350,4.4
545,Laptop_545,17815380,434,2.4
546,Laptop_546,10229010,703,2.4
547,Laptop_547,16398973,669,3.5
548,Laptop_548,49040662,957,1
549,Laptop_549,42003285,603,3.4
550,Laptop_550,43309493,416,3.8
551,Laptop_551,41586477,547,2.9
552,Laptop_552,28175070,924,4.9
553,Laptop_553,6565318,614,2.2
554,Laptop_554,31377231,672,4.9
555,Laptop_555,7025937,359,2.5
556,Laptop_556,41189633,725,1.7
557,Laptop_557,36555309,16,3.3
558,Laptop_558,45343161,439,2.3
559,Laptop_559,39167869,672,2.5
560,Laptop_560,42093041,520,1.9
561,Laptop_561,10925899,187,3.9
562,Laptop_562,16805807,153,2.1
563,Laptop_563,7171544,962,4.4
564,Laptop_564,26131904,905,2.7
565,Laptop_565,49411253,922,1.7
566,Laptop_566,23967508,831,4.3
567,Laptop_567,43575124,726,1.9
568,Laptop_568,5402916,728,3.2
569,Laptop_569,19999132,228,1.4
570,Laptop_570,44333903,849,3.9
571,Laptop_571,33042809,505,3.3
572,Laptop_572,49285830,863,2.7
573,Laptop_573,43849481,0,1.4
574,Laptop_574,36364701,331,4.2
575,Laptop_575,10793126,557,4.2
576,Laptop_576,33041483,871,1.7
577,Laptop_577,34920576,459,1.5
578,Laptop_578,42544344,29,1.7
579,Laptop_579,37510672,953,4.2
580,Laptop_580,7354734,50,2.2
581,Laptop_581,19954450,122,4.3
582,Laptop_582,13010854,220,2.6
583,Laptop_583,7653100,894,1.2
584,Laptop_584,27241059,183,2.4
585,Laptop_585,7787048,186,2.7
586,Laptop_586,28568585,514,4.5
587,Laptop_587,20524518,670,1.6
588,Laptop_588,19473602,360,1.3
589,Laptop_589,46852087,49,2.3
590,Laptop_590,27256831,285,4.3
591,Laptop_591,25141846,314,3.3
592,Laptop_592,36754893,158,4
593,Laptop_593,22526787,40,2.6
594,Laptop_594,38282489,61,2.8
595,Laptop_595,19681392,347,4.5
596,Laptop_596,16586174,406,4.4
597,Laptop_597,45510527,203,4
598,Laptop_598,15168256,745,2.8
599,Laptop_599,6028763,796,4.5
600,Laptop_600,6161424,425,2.9
601,Laptop_601,43588283,72,1.8
602,Laptop_602,9108687,288,2
603,Laptop_603,19706158,264,1.4
604,Laptop_604,30309689,866,3.5
605,Laptop_605,40761069,206,3.2
606,Laptop_606,36595952,680,1.3
607,Laptop_607,43239590,628,2.3
608,Laptop_608,48837190,741,1.4
609,Laptop_609,48959165,582,1.5
610,Laptop_610,36242342,435,3.9
611,Laptop_611,19482737,53,1.7
612,Laptop_612,9117486,376,2.3
613,Laptop_613,8179083,22,1.5
614,Laptop_614,8386942,208,3.7
615,Laptop_615,11854574,809,2.8
616,Laptop_616,25121735,176,1.2
617,Laptop_617,46126342,734,2.9
618,Laptop_618,6723549,351,2.7
619,Laptop_619,11517286,265,1.3
620,Laptop_620,49354563,293,2.4
621,Laptop_621,23443423,963,3
622,Laptop_622,7351473,699,3.4
623,Laptop_623,8112277,943,3.8
624,Laptop_624,26146300,630,1
625,Laptop_625,29653521,951,3.2
626,Laptop_626,38973459,359,2.5
627,Laptop_627,10761000,397,2
628,Laptop_628,34861923,183,1.3
629,Laptop_629,14218730,247,1.9
630,Laptop_630,30314229,390,4.6
631,Laptop_631,13195749,967,4.6
632,Laptop_632,33717489,295,3.4
633,Laptop_633,32213945,270,4
634,Laptop_634,41000818,535,1.7
635,Laptop_635,49514334,345,4.9
636,Laptop_636,31192533,516,1.1
637,Laptop_637,33017177,737,2
638,Laptop_638,27788346,90,1.5
639,Laptop_639,22043115,809,1.9
640,Laptop_640,39698342,616,2.2
641,Laptop_641,15300573,536,2.8
642,Laptop_642,22905327,170,3.6
643,Laptop_643,33416332,38,1.1
644,Laptop_644,15039734,956,4.3
645,Laptop_645,25769976,944,1.4
646,Laptop_646,18055044,95,3.4
647,Laptop_647,22440987,472,1.6
648,Laptop_648,30594097,927,2
649,Laptop_649,32843239,604,2.7
650,Laptop_650,13537703,22,2.2
651,Laptop_651,18410671,374,3.8
652,Laptop_652,15088560,420,2.9
653,Laptop_653,46972446,20,2.8
654,Laptop_654,42656670,344,4
655,Laptop_655,10376469,664,4.9
656,Laptop_656,17682576,640,4.3
657,Laptop_657,44024625,564,1.1
658,Laptop_658,6904817,915,4.8
659,Laptop_659,18881169,269,3.4
660,Laptop_660,6663018,958,3.2
661,Laptop_661,28670831,364,1.7
662,Laptop_662,29695294,39,2
663,Laptop_663,14668635,867,1.3
664,Laptop_664,39450434,414,3.7
665,Laptop_665,42876850,728,2.1
666,Laptop_666,44376447,334,2.2
667,Laptop_667,31371246,965,4.1
668,Laptop_668,25287675,350,4.7
669,Laptop_669,29814348,549,2.8
670,Laptop_670,11717720,851,4.8
671,Laptop_671,32478586,456,4
672,Laptop_672,25280517,414,3.9
673,Laptop_673,31748611,389,3.2
674,Laptop_674,7548969,404,4.1
675,Laptop_675,43281140,148,1.8
676,Laptop_676,9575045,712,4.2
677,Laptop_677,6811515,813,2.9
678,Laptop_678,47211873,968,2.2
679,Laptop_679,32465285,426,3.4
680,Laptop_680,6067398,961,3.5
681,Laptop_681,36833703,767,4.8
682,Laptop_682,39664318,925,4.9
683,Laptop_683,20853532,931,1.8
684,Laptop_684,21728293,396,4.5
685,Laptop_685,49568693,707,1.1
686,Laptop_686,27437370,951,2.4
687,Laptop_687,29382585,812,4.7
688,Laptop_688,18668397,446,4
689,Laptop_689,33190342,323,4.2
690,Laptop_690,47737141,8,2
691,Laptop_691,27510485,250,2.7
692,Laptop_692,22375555,333,2.4
693,Laptop_693,49531927,875,3
694,Laptop_694,22466610,334,4.8
695,Laptop_695,9483438,910,3.1
696,Laptop_696,45165660,768,1.1
697,Laptop_697,24122434,910,3.2
698,Laptop_698,37654955,100,4.5
699,Laptop_699,9353561,627,4.6
700,Laptop_700,45072124,510,3.2
701,Laptop_701,47944821,713,3.4
702,Laptop_702,43706956,136,2.9
703,Laptop_703,11887761,595,4.4
704,Laptop_704,12922364,358,3.7
705,Laptop_705,15870683,925,3
706,Laptop_706,31569252,201,1.9
707,Laptop_707,8608908,597,4.9
708,Laptop_708,47372418,10,2.1
709,Laptop_709,8644681,31,3.2
710,Laptop_710,27358813,40,1.4
711,Laptop_711,10183879,146,2.5
712,Laptop_712,14591894,335,4.8
713,Laptop_713,15058085,355,4.2
714,Laptop_714,34112764,10,2.1
715,Laptop_715,36919274,241,1.3
716,Laptop_716,18893962,18,2.8
717,Laptop_717,43792732,300,3
718,Laptop_718,42965939,552,4.5
719,Laptop_719,5464807,935,4.1
720,Laptop_720,10326882,997,4.1
721,Laptop_721,36789042,461,1.2
722,Laptop_722,18455506,998,2.2
723,Laptop_723,47823974,385,3.2
724,Laptop_724,23290106,853,4.2
725,Laptop_725,28296511,187,4.8
726,Laptop_726,9014897,936,1.3
727,Laptop_727,8289006,187,2.3
728,Laptop_728,26646941,769,1.9
729,Laptop_729,8713598,796,1.2
730,Laptop_730,33689912,433,2.9
731,Laptop_731,28324237,474,3.6
732,Laptop_732,13641118,49,4.7
733,Laptop_733,14953543,630,3.5
734,Laptop_734,10429039,575,3.2
735,Laptop_735,49360300,947,3.5
736,Laptop_736,14089521,52,3.5
737,Laptop_737,25947412,943,3.9
738,Laptop_738,16799987,282,4.9
739,Laptop_739,26698781,266,3.8
740,Laptop_740,18638512,650,4.1
741,Laptop_741,29013663,938,3.9
742,Laptop_742,23503326,696,4.5
743,Laptop_743,28381089,987,3.6
744,Laptop_744,34424205,144,1.3
